team_size,avg_monthly_projects,avg_project_value,client_rating,deadline_meeting_rate,communication_score,dispute_count,contract_extension_rate,is_churned
7,5,546.5573485880327,4.130702782046116,0.6775076330681233,4.555016952192203,0,0.3535488542043371,0
4,4,348.64720459681473,3.5129928564383244,0.7409500835549887,0.30824618699370254,1,0.4824514703811176,0
13,1,100.0,3.990108988694118,0.7515667773741599,8.792043375853826,2,0.5973493009778531,0
11,1,738.9184441027462,2.7686263815722705,0.6579679111928184,0.1301021342587272,1,0.47246211391489046,0
8,1,691.6771639684084,2.5422819998040183,0.864620124548784,9.447500802102118,0,0.6983133239405601,0
13,2,510.33219537021597,4.773911068450753,0.9373735367444873,4.892162486880906,2,0.43369693310695956,0
5,3,545.8149376411405,3.174075021917957,0.9693596509889315,3.419344935747266,0,0.20227318174203035,0
7,1,714.8636025431123,4.549192506951147,0.902546688399763,9.242184348426601,1,0.21393378280104725,1
10,1,544.8679313556165,4.9983757511805,0.9252900986532997,0.24390993110096737,1,0.005803768842941093,0
3,1,680.8035109522629,3.0285781449972777,0.7752726503099978,5.814248948690871,1,0.30095771555867246,0
7,2,440.50355982522996,3.162926852958389,0.9129441132134073,5.489325244993376,1,0.7489176404785196,0
11,3,762.3967477147893,4.157149469086664,0.6517519545739761,2.1932040121138208,0,0.7941627088376095,1
11,2,564.1571451865368,4.913621586501553,0.6992393810546071,4.288874313502106,2,0.20246754209575002,0
8,2,538.8103887211748,4.789535870476859,0.6584565069092722,6.522640059437702,1,0.9590439968714077,0
5,3,245.98778225759358,3.757188800163962,0.7336936677239627,7.271311968819275,1,0.5024027934801267,0
4,2,557.3911708603417,4.487775706316812,0.6427898081193182,0.007168587065797816,0,0.9169787490185026,1
8,4,333.60901650110975,2.839364632749753,0.9808057211272234,9.368534300910152,0,0.7067652818616311,1
8,4,372.34345469430116,4.94359546051003,0.656422314002834,1.645253723928124,1,0.7224334230224131,0
3,1,336.9248743367758,4.910883085089966,0.5490222690554699,2.335804342223592,0,0.08504362130607113,1
6,2,286.753013620155,2.909322394697927,0.7634085830252066,2.6347344569384825,2,0.21999112689693068,1
5,1,924.9542806033924,3.2485578120077667,0.5285495392225882,0.3782013655203531,0,0.008814833294472635,0
2,2,766.2678123976807,2.7503874937669175,0.5552715831542903,1.2305212359032491,1,0.7161276404767375,0
8,3,884.0735004288522,3.1792939972454493,0.6096946945981232,9.86349922944162,0,0.34443828842851,0
12,2,255.42099608888722,4.539889473538016,0.7321751249410708,3.1521673737728606,1,0.7866525160763468,1
14,4,514.2507499821785,3.4457890179131487,0.716625466154514,1.1530109033904934,0,0.3389362199370263,0
6,3,241.29847495918085,2.720992417866896,0.8998459310013955,1.0699126117462332,1,0.8193337522988611,1
2,4,360.8610245605872,3.3555638119472615,0.8697373269420567,7.194599676699719,1,0.130698253748313,0
12,1,316.374603316685,4.9534583356032,0.7131591469953507,8.545686640326409,1,0.1733731567575082,0
5,1,747.9168012883123,4.0742089881480075,0.666852103787815,2.5695229950846987,0,0.3408765395839365,1
1,1,420.754064379648,3.5404023660153943,0.6582343920307493,0.2090951233523497,1,0.4084873888822733,0
12,2,713.6758667388033,2.916346283743175,0.8869975436470046,2.2309001844535583,2,0.3487028108429784,0
10,2,620.8241779177035,4.965441993209237,0.5260362031106349,0.5651569079675733,1,0.7636470325232199,0
6,5,960.7277504209578,4.552122523157822,0.506410824755303,1.0339493663004151,1,0.0969513926267147,0
13,5,204.11115537205518,3.2036932561272984,0.897772195963324,4.315081198476424,2,0.35121701963848806,0
12,2,751.8466479573598,2.6751717393029737,0.7385731879945246,2.299183708616326,1,0.8372399995154594,0
9,2,729.2881740801455,2.641563893443895,0.565440569276788,5.159458785254234,3,0.06679707726217199,0
1,3,305.3242323945931,2.8009453737638346,0.6177829672972506,2.5349375325719037,0,0.9423435076713574,1
11,2,701.4266672946319,3.951921459036054,0.9662519765486912,9.405373011029477,2,0.9863168422720129,1
11,1,567.2289926052458,4.821908553013731,0.929751487812449,9.059439679262645,1,0.08856817382508009,0
10,2,454.50474800931846,3.741858570014961,0.8548925251119863,5.66806105010466,0,0.29127252225573697,1
12,5,335.2129026056001,4.607363706140493,0.7411126151686633,3.5442399198738617,0,0.37240066603535615,0
12,5,356.17810971016286,3.6147165496495193,0.7601618130956929,3.811468820347356,0,0.7763913686527261,0
14,3,909.9624191571852,4.271458864419563,0.9876222676419792,4.118522831444969,1,0.5959268121167338,0
14,4,500.13656379149654,4.329681843216252,0.9828852219421436,7.27579322134944,2,0.6443657004925674,1
14,1,656.4260003062918,2.9349092647583466,0.6076345228929172,4.516389955188379,1,0.757509822818506,1
3,3,341.8201236664894,3.4030401474395293,0.905552283152659,8.567299465058975,1,0.11797899943702572,0
12,4,344.02941075567225,4.09325539134506,0.5986213330835084,9.440947859303645,1,0.8332094569102624,0
7,3,716.3969618499884,2.6767415204609155,0.6067687389419757,3.3594615337893385,0,0.705619804180144,0
4,3,230.08475768969356,3.4038504694073914,0.8380465170822884,5.606944813756801,1,0.5773417251963703,0
9,3,416.9572464189457,3.836998665702981,0.7025005492937741,0.9505653683256443,1,0.8897353347830567,0
3,3,506.8054822144464,4.990561232611597,0.9657722035532601,2.0046904776635897,1,0.7003063538838071,0
5,5,522.2745203680105,3.6863339065561016,0.5445048674480044,4.134657667101601,0,0.2016999626310254,1
3,3,464.18134299676876,4.540141892785809,0.7557628204047465,2.0620271590177888,0,0.42974538107566673,0
7,5,579.1639562191846,3.5801682126665444,0.9592607652215606,8.765604907887175,1,0.4940428669357333,1
5,2,638.5711511635623,4.490976806549272,0.9520568302397525,1.5828625605909807,1,0.055217626750405646,0
9,2,646.927509091866,3.9885370040502712,0.5782646067078706,4.55660821553092,0,0.9546375133600558,0
